model,level,example_id,strict_quality,lenient_quality,content_presence,stored_quality,parse_path
claude-haiku,1,3,0.0,0.0,1.0,0.0,bold_keys
claude-haiku,1,4,0.0,0.0,1.0,0.0,markdown_list
claude-haiku,1,5,0.0,0.3333,1.0,0.0,markdown_list
claude-haiku,1,6,0.0,0.3333,1.0,0.0,markdown_list
claude-haiku,1,7,0.0,0.0,1.0,0.0,prose
claude-haiku,1,8,0.0,0.0,1.0,0.0,markdown_list
claude-haiku,1,9,0.0,0.0,1.0,0.0,bold_keys
claude-haiku,1,10,0.0,0.0,1.0,0.0,prose
claude-haiku,1,11,0.0,0.0,1.0,0.0,prose
claude-haiku,1,12,0.0,0.0,1.0,0.0,markdown_list
claude-haiku,1,13,0.0,0.3333,1.0,0.0,markdown_list
claude-haiku,1,14,0.0,0.0,1.0,0.0,prose
claude-haiku,1,15,0.0,0.0,1.0,0.0,prose
claude-haiku,1,16,0.0,0.1333,1.0,0.0,markdown_list
claude-haiku,1,17,0.0,0.0,1.0,0.0,bold_keys
claude-haiku,1,18,0.0,0.0,1.0,0.0,markdown_list
claude-haiku,1,19,0.0,0.0,1.0,0.0,markdown_list
claude-haiku,2,0,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,1,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,2,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,3,0.0,1.0,1.0,0.0,bold_keys
claude-haiku,2,4,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,5,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,6,0.0,1.0,1.0,0.0,bold_keys
claude-haiku,2,7,0.0,0.8333,1.0,0.0,markdown_list
claude-haiku,2,8,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,9,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,10,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,11,0.0,0.8333,1.0,0.0,markdown_list
claude-haiku,2,12,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,13,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,14,0.0,0.8333,1.0,0.0,markdown_list
claude-haiku,2,15,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,16,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,17,0.0,0.5,1.0,0.0,markdown_list
claude-haiku,2,18,0.0,1.0,1.0,0.0,markdown_list
claude-haiku,2,19,0.0,0.8333,1.0,0.0,markdown_list
claude-haiku,3,0,1.0,1.0,1.0,1.0,json
claude-haiku,3,1,1.0,1.0,1.0,1.0,json
claude-haiku,3,2,1.0,1.0,1.0,1.0,json
claude-haiku,3,3,1.0,1.0,1.0,1.0,json
claude-haiku,3,4,1.0,1.0,1.0,1.0,json
claude-haiku,3,5,1.0,1.0,1.0,1.0,json
claude-haiku,3,6,1.0,1.0,1.0,1.0,json
claude-haiku,3,7,1.0,1.0,1.0,1.0,json
claude-haiku,3,8,1.0,1.0,1.0,1.0,json
claude-haiku,3,9,1.0,1.0,1.0,1.0,json
claude-haiku,3,10,1.0,1.0,1.0,1.0,json
claude-haiku,3,11,1.0,1.0,1.0,1.0,json
claude-haiku,3,12,1.0,1.0,1.0,1.0,json
claude-haiku,3,13,1.0,1.0,1.0,1.0,json
claude-haiku,3,14,0.8333,0.8333,1.0,0.8333,json
claude-haiku,3,15,1.0,1.0,1.0,1.0,json
claude-haiku,3,16,1.0,1.0,1.0,1.0,json
claude-haiku,3,17,1.0,1.0,1.0,1.0,json
claude-haiku,3,18,1.0,1.0,1.0,1.0,json
claude-haiku,3,19,0.8333,0.8333,1.0,0.8333,json
claude-haiku,4,0,1.0,1.0,1.0,1.0,json
claude-haiku,4,1,1.0,1.0,1.0,1.0,json
claude-haiku,4,2,1.0,1.0,1.0,1.0,json
claude-haiku,4,3,1.0,1.0,1.0,1.0,json
claude-haiku,4,4,1.0,1.0,1.0,1.0,json
claude-haiku,4,5,1.0,1.0,1.0,1.0,json
claude-haiku,4,6,1.0,1.0,1.0,1.0,json
claude-haiku,4,7,1.0,1.0,1.0,1.0,json
claude-haiku,4,8,1.0,1.0,1.0,1.0,json
claude-haiku,4,9,1.0,1.0,1.0,0.8,json
claude-haiku,4,10,1.0,1.0,1.0,1.0,json
claude-haiku,4,11,0.8333,0.8333,1.0,0.8,json
claude-haiku,4,12,1.0,1.0,1.0,0.8,json
claude-haiku,4,13,1.0,1.0,1.0,0.95,json
claude-haiku,4,14,0.8333,0.8333,1.0,0.65,json
claude-haiku,4,15,1.0,1.0,1.0,1.0,json
claude-haiku,4,16,1.0,1.0,1.0,1.0,json
claude-haiku,4,17,1.0,1.0,1.0,1.0,json
claude-haiku,4,18,1.0,1.0,1.0,1.0,json
claude-haiku,4,19,0.8333,0.8333,1.0,0.75,json
claude-haiku,5,0,1.0,1.0,1.0,1.0,json
claude-haiku,5,1,1.0,1.0,1.0,1.0,json
claude-haiku,5,2,1.0,1.0,1.0,0.95,json
claude-haiku,5,3,1.0,1.0,1.0,1.0,json
claude-haiku,5,4,1.0,1.0,1.0,1.0,json
claude-haiku,5,5,1.0,1.0,1.0,1.0,json
claude-haiku,5,6,1.0,1.0,1.0,1.0,json
claude-haiku,5,7,1.0,1.0,1.0,1.0,json
claude-haiku,5,8,1.0,1.0,1.0,0.75,json
claude-haiku,5,9,1.0,1.0,1.0,0.8,json
claude-haiku,5,10,1.0,1.0,1.0,1.0,json
claude-haiku,5,11,0.8333,0.8333,1.0,0.8,json
claude-haiku,5,12,1.0,1.0,1.0,0.75,json
claude-haiku,5,13,1.0,1.0,1.0,1.0,json
claude-haiku,5,14,0.8333,0.8333,1.0,0.7,json
claude-haiku,5,15,1.0,1.0,1.0,1.0,json
claude-haiku,5,16,1.0,1.0,1.0,1.0,json
claude-haiku,5,17,1.0,1.0,1.0,1.0,json
claude-haiku,5,18,1.0,1.0,1.0,1.0,json
claude-haiku,5,19,0.8333,0.8333,1.0,0.75,json
claude-haiku,6,0,1.0,1.0,1.0,1.0,json
claude-haiku,6,1,1.0,1.0,1.0,1.0,json
claude-haiku,6,2,1.0,1.0,1.0,0.95,json
claude-haiku,6,3,1.0,1.0,1.0,1.0,json
claude-haiku,6,4,1.0,1.0,1.0,1.0,json
claude-haiku,6,5,1.0,1.0,1.0,1.0,json
claude-haiku,6,6,1.0,1.0,1.0,1.0,json
claude-haiku,6,7,1.0,1.0,1.0,1.0,json
claude-haiku,6,8,1.0,1.0,1.0,0.75,json
claude-haiku,6,9,1.0,1.0,1.0,0.8,json
claude-haiku,6,10,1.0,1.0,1.0,1.0,json
claude-haiku,6,11,0.8333,0.8333,1.0,0.65,json
claude-haiku,6,12,1.0,1.0,1.0,0.95,json
claude-haiku,6,13,0.5,0.5,1.0,0.8,json
claude-haiku,6,14,0.8333,0.8333,1.0,0.7,json
claude-haiku,6,15,1.0,1.0,1.0,1.0,json
claude-haiku,6,16,1.0,1.0,1.0,1.0,json
claude-haiku,6,17,1.0,1.0,1.0,1.0,json
claude-haiku,6,18,1.0,1.0,1.0,1.0,json
claude-haiku,6,19,0.8333,0.8333,1.0,0.7,json
claude-haiku,7,0,1.0,1.0,1.0,1.0,json
claude-haiku,7,1,1.0,1.0,1.0,1.0,json
claude-haiku,7,2,1.0,1.0,1.0,0.95,json
claude-haiku,7,3,1.0,1.0,1.0,1.0,json
claude-haiku,7,4,0.6667,0.6667,1.0,0.9,json
claude-haiku,7,5,1.0,1.0,1.0,1.0,json
claude-haiku,7,6,1.0,1.0,1.0,1.0,json
claude-haiku,7,7,1.0,1.0,1.0,1.0,json
claude-haiku,7,8,1.0,1.0,1.0,0.75,json
claude-haiku,7,9,1.0,1.0,1.0,0.95,json
claude-haiku,7,10,1.0,1.0,1.0,1.0,json
claude-haiku,7,11,0.8333,0.8333,1.0,0.7,json
claude-haiku,7,12,1.0,1.0,1.0,0.95,json
claude-haiku,7,13,0.5,0.5,1.0,0.8,json
claude-haiku,7,14,0.8333,0.8333,1.0,0.65,json
claude-haiku,7,15,1.0,1.0,1.0,1.0,json
claude-haiku,7,16,1.0,1.0,1.0,1.0,json
claude-haiku,7,17,1.0,1.0,1.0,1.0,json
claude-haiku,7,18,1.0,1.0,1.0,1.0,json
claude-haiku,7,19,0.8333,0.8333,1.0,0.8,json
gemini-flash,1,0,0.0,0.3333,0.3333,0.3,markdown_list
gemini-flash,1,1,0.0,0.25,0.5,0.65,markdown_list
gemini-flash,1,2,0.0,0.0,1.0,0.85,markdown_list
gemini-flash,1,3,0.0,0.5,0.5,0.85,markdown_list
gemini-flash,1,4,0.0,0.0,0.1667,0.5,markdown_list
gemini-flash,1,5,0.0,0.3333,0.3333,0.5,markdown_list
gemini-flash,1,6,0.0,0.0,0.5,0.65,markdown_list
gemini-flash,1,7,0.0,0.7857,1.0,0.9,markdown_list
gemini-flash,1,8,0.0,0.0,0.5,0.65,markdown_list
gemini-flash,1,9,0.0,0.0,0.5,0.55,markdown_list
gemini-flash,1,10,0.0,0.0,0.3333,0.55,markdown_list
gemini-flash,1,11,0.0,0.5,0.5,0.6,markdown_list
gemini-flash,1,12,0.0,0.8333,1.0,0.75,markdown_list
gemini-flash,1,13,0.0,0.0,0.5,0.6,markdown_list
gemini-flash,1,14,0.0,0.0,0.5,0.3,markdown_list
gemini-flash,1,15,0.0,0.3333,0.3333,0.3,markdown_list
gemini-flash,1,16,0.0,0.2222,0.1667,0.4,markdown_list
gemini-flash,1,17,0.0,0.5,0.5,0.8,markdown_list
gemini-flash,1,18,0.0,0.0,0.25,0.5,markdown_list
gemini-flash,1,19,0.0,0.0,0.1667,0.3,markdown_list
gemini-flash,2,0,0.0,0.6667,0.6667,0.8,markdown_list
gemini-flash,2,1,0.0,0.75,1.0,1.0,markdown_list
gemini-flash,2,2,0.0,0.8333,0.75,0.6,markdown_list
gemini-flash,2,3,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,2,4,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,2,5,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,2,6,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,2,7,0.0,0.0,0.0,0.45,markdown_list
gemini-flash,2,8,0.0,0.5,0.5,0.7,markdown_list
gemini-flash,2,9,0.0,0.5,1.0,1.0,markdown_list
gemini-flash,2,10,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,2,11,0.0,0.0,0.0,0.5,markdown_list
gemini-flash,2,12,0.0,1.0,1.0,0.8,markdown_list
gemini-flash,2,13,0.0,0.0,0.0,0.55,markdown_list
gemini-flash,2,14,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,2,15,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,2,16,0.0,0.3333,0.3333,0.6,markdown_list
gemini-flash,2,17,0.0,0.5,0.5,0.7,markdown_list
gemini-flash,2,18,0.0,0.0,0.0,0.5,markdown_list
gemini-flash,2,19,0.0,1.0,1.0,1.0,markdown_list
gemini-flash,3,0,0.0,0.0,0.6667,0.9,prose
gemini-flash,3,1,1.0,1.0,1.0,1.0,json
gemini-flash,3,2,1.0,1.0,1.0,0.95,json
gemini-flash,3,3,0.0,0.0,0.5,0.75,prose
gemini-flash,3,4,0.6667,0.6667,1.0,0.9,json
gemini-flash,3,5,1.0,1.0,1.0,1.0,json
gemini-flash,3,6,1.0,1.0,1.0,1.0,json
gemini-flash,3,7,0.0,0.0,0.5,0.85,prose
gemini-flash,3,8,0.0,0.0,0.5,0.55,prose
gemini-flash,3,9,0.0,0.0,0.0,0.25,prose
gemini-flash,3,10,1.0,1.0,1.0,1.0,json
gemini-flash,3,11,0.0,0.0,0.5,0.75,prose
gemini-flash,3,12,0.0,0.0,0.5,0.7,prose
gemini-flash,3,13,0.0,0.0,0.0,0.55,prose
gemini-flash,3,14,0.0,0.0,0.0,0.45,prose
gemini-flash,3,15,1.0,1.0,1.0,1.0,json
gemini-flash,3,16,1.0,1.0,1.0,1.0,json
gemini-flash,3,17,0.0,0.0,0.0,0.35,prose
gemini-flash,3,18,0.0,0.0,0.0,0.35,prose
gemini-flash,3,19,1.0,1.0,1.0,1.0,json
gemini-flash,4,0,1.0,1.0,1.0,1.0,json
gemini-flash,4,1,0.0,0.0,0.0,0.45,prose
gemini-flash,4,2,1.0,1.0,1.0,0.95,json
gemini-flash,4,3,1.0,1.0,1.0,1.0,json
gemini-flash,4,4,0.0,0.0,0.1667,0.5,prose
gemini-flash,4,5,1.0,1.0,1.0,1.0,json
gemini-flash,4,6,1.0,1.0,1.0,1.0,json
gemini-flash,4,7,1.0,1.0,1.0,1.0,json
gemini-flash,4,8,1.0,1.0,1.0,0.7,json
gemini-flash,4,9,1.0,1.0,1.0,1.0,json
gemini-flash,4,10,0.0,0.0,0.3333,0.7,prose
gemini-flash,4,11,0.0,0.0,0.0,0.4,prose
gemini-flash,4,12,1.0,1.0,1.0,1.0,json
gemini-flash,4,13,0.0,0.0,0.0,0.4,prose
gemini-flash,4,14,1.0,1.0,1.0,1.0,json
gemini-flash,4,15,1.0,1.0,1.0,1.0,json
gemini-flash,4,16,0.0,0.0,0.3333,0.6,prose
gemini-flash,4,17,1.0,1.0,1.0,1.0,json
gemini-flash,4,18,0.0,0.0,0.25,0.65,prose
gemini-flash,4,19,1.0,1.0,1.0,1.0,json
gemini-flash,5,0,1.0,1.0,1.0,1.0,json
gemini-flash,5,1,1.0,1.0,1.0,1.0,json
gemini-flash,5,2,1.0,1.0,1.0,0.95,json
gemini-flash,5,3,1.0,1.0,1.0,1.0,json
gemini-flash,5,4,0.0,0.0,0.3333,0.7,prose
gemini-flash,5,5,1.0,1.0,1.0,1.0,json
gemini-flash,5,6,1.0,1.0,1.0,1.0,json
gemini-flash,5,7,0.0,0.0,1.0,0.75,prose
gemini-flash,5,8,1.0,1.0,1.0,0.7,json
gemini-flash,5,9,1.0,1.0,1.0,1.0,json
gemini-flash,5,10,1.0,1.0,1.0,1.0,json
gemini-flash,5,11,1.0,1.0,1.0,1.0,json
gemini-flash,5,12,1.0,1.0,1.0,1.0,json
gemini-flash,5,13,0.5,0.5,1.0,0.85,json
gemini-flash,5,14,1.0,1.0,1.0,1.0,json
gemini-flash,5,15,1.0,1.0,1.0,1.0,json
gemini-flash,5,16,1.0,1.0,1.0,1.0,json
gemini-flash,5,17,1.0,1.0,1.0,1.0,json
gemini-flash,5,18,1.0,1.0,1.0,1.0,json
gemini-flash,5,19,1.0,1.0,1.0,1.0,json
gemini-flash,6,0,1.0,1.0,1.0,1.0,json
gemini-flash,6,1,1.0,1.0,1.0,1.0,json
gemini-flash,6,2,1.0,1.0,1.0,0.95,json
gemini-flash,6,3,1.0,1.0,1.0,1.0,json
gemini-flash,6,4,0.0,0.0,0.1667,0.65,prose
gemini-flash,6,5,1.0,1.0,1.0,1.0,json
gemini-flash,6,6,1.0,1.0,1.0,1.0,json
gemini-flash,6,7,1.0,1.0,1.0,1.0,json
gemini-flash,6,8,1.0,1.0,1.0,0.7,json
gemini-flash,6,9,1.0,1.0,1.0,1.0,json
gemini-flash,6,10,1.0,1.0,1.0,1.0,json
gemini-flash,6,11,1.0,1.0,1.0,1.0,json
gemini-flash,6,12,1.0,1.0,1.0,1.0,json
gemini-flash,6,13,0.5,0.5,1.0,0.85,json
gemini-flash,6,14,1.0,1.0,1.0,1.0,json
gemini-flash,6,15,1.0,1.0,1.0,1.0,json
gemini-flash,6,16,1.0,1.0,1.0,1.0,json
gemini-flash,6,17,1.0,1.0,1.0,1.0,json
gemini-flash,6,18,1.0,1.0,1.0,1.0,json
gemini-flash,6,19,1.0,1.0,1.0,1.0,json
gemini-flash,7,0,1.0,1.0,1.0,1.0,json
gemini-flash,7,1,1.0,1.0,1.0,1.0,json
gemini-flash,7,2,1.0,1.0,1.0,0.95,json
gemini-flash,7,3,1.0,1.0,1.0,1.0,json
gemini-flash,7,4,0.0,0.0,0.3333,0.7,prose
gemini-flash,7,5,1.0,1.0,1.0,1.0,json
gemini-flash,7,6,1.0,1.0,1.0,1.0,json
gemini-flash,7,7,1.0,1.0,1.0,1.0,json
gemini-flash,7,8,1.0,1.0,1.0,0.75,json
gemini-flash,7,9,1.0,1.0,1.0,1.0,json
gemini-flash,7,10,1.0,1.0,1.0,1.0,json
gemini-flash,7,11,1.0,1.0,1.0,1.0,json
gemini-flash,7,12,1.0,1.0,1.0,0.95,json
gemini-flash,7,13,0.5,0.5,1.0,0.85,json
gemini-flash,7,14,1.0,1.0,1.0,1.0,json
gemini-flash,7,15,1.0,1.0,1.0,1.0,json
gemini-flash,7,16,1.0,1.0,1.0,1.0,json
gemini-flash,7,17,1.0,1.0,1.0,1.0,json
gemini-flash,7,18,1.0,1.0,1.0,1.0,json
gemini-flash,7,19,1.0,1.0,1.0,1.0,json
